org.apache.hadoop.hdfs.DFSTestUtil.toDatanodeDescriptor,1309,For
org.apache.hadoop.hdfs.DFSTestUtil.verifyDelete,2385,While
org.apache.hadoop.hdfs.DFSTestUtil.verifyFileReplicasOnStorageType,1786,ForEach
org.apache.hadoop.hdfs.DFSTestUtil.verifyFilesEqual,1737,For
org.apache.hadoop.hdfs.DFSTestUtil.verifyFilesNotEqual,1756,For
org.apache.hadoop.hdfs.DFSTestUtil.verifySnapshotDiffReport,2507,ForEach
org.apache.hadoop.hdfs.DFSTestUtil.waitCorruptReplicas,639,While
org.apache.hadoop.hdfs.DFSTestUtil.waitExpectedStorageType,2547,ForEach
org.apache.hadoop.hdfs.DFSTestUtil.waitForDatanodeDeath,777,DoWhile
org.apache.hadoop.hdfs.DFSTestUtil.waitForDatanodeStatus,742,DoWhile
org.apache.hadoop.hdfs.DFSTestUtil.waitForDecommission,672,DoWhile
org.apache.hadoop.hdfs.DFSTestUtil.waitForReplication,580,DoWhile
org.apache.hadoop.hdfs.DFSTestUtil.waitForReplication,615,ForEach
org.apache.hadoop.hdfs.DFSTestUtil.waitReplication,540,For
org.apache.hadoop.hdfs.DFSTestUtil.waitReplication,810,DoWhile
org.apache.hadoop.hdfs.DFSUtil.addressMapToString,724,ForEach
org.apache.hadoop.hdfs.DFSUtil.assertAllResultsEqual,1721,For
org.apache.hadoop.hdfs.DFSUtil.byteArray2PathString,298,For
org.apache.hadoop.hdfs.DFSUtil.byteArray2PathString,306,For
org.apache.hadoop.hdfs.DFSUtil.checkProtectedDescendants,1800,ForEach
org.apache.hadoop.hdfs.DFSUtil.checkProtectedDescendants,1812,While
org.apache.hadoop.hdfs.DFSUtil.flattenAddressMap,702,ForEach
org.apache.hadoop.hdfs.DFSUtil.getAllNnPrincipals,405,ForEach
org.apache.hadoop.hdfs.DFSUtil.getJournalNodeAddresses,445,ForEach
org.apache.hadoop.hdfs.DFSUtil.getJournalNodeAddresses,487,ForEach
org.apache.hadoop.hdfs.DFSUtil.getNNLifelineRpcAddressesForCluster,661,ForEach
org.apache.hadoop.hdfs.DFSUtil.getNNServiceRpcAddressesForCluster,616,ForEach
org.apache.hadoop.hdfs.DFSUtil.getNameServiceUris,825,ForEach
org.apache.hadoop.hdfs.DFSUtil.getNameServiceUris,863,ForEach
org.apache.hadoop.hdfs.DFSUtil.getSuffixIDs,1193,ForEach
org.apache.hadoop.hdfs.DFSUtil.getSuffixIDs,1250,ForEach
org.apache.hadoop.hdfs.DFSUtil.httpServerTemplateForNNAndJN,1653,ForEach
org.apache.hadoop.hdfs.DFSUtil.isReservedPathComponent,241,ForEach
org.apache.hadoop.hdfs.DFSUtil.loadSslConfiguration,1623,ForEach
org.apache.hadoop.hdfs.DFSUtil.setGenericConf,1060,ForEach
org.apache.hadoop.hdfs.DataNodeCluster.main,108,For
org.apache.hadoop.hdfs.DataNodeCluster.main,183,For
org.apache.hadoop.hdfs.DataNodeCluster.main,200,For
org.apache.hadoop.hdfs.DataNodeCluster.main,217,For
org.apache.hadoop.hdfs.ErasureCodeBenchmarkThroughput$ReadCallable.doPositional,376,While
org.apache.hadoop.hdfs.ErasureCodeBenchmarkThroughput$ReadCallable.doStateful,360,While
org.apache.hadoop.hdfs.ErasureCodeBenchmarkThroughput$WriteCallable.writeFile,317,While
org.apache.hadoop.hdfs.ErasureCodeBenchmarkThroughput.benchmark,167,ForEach
org.apache.hadoop.hdfs.ErasureCodeBenchmarkThroughput.cleanUp,273,ForEach
org.apache.hadoop.hdfs.ErasureCodeBenchmarkThroughput.doBenchmark,126,For
org.apache.hadoop.hdfs.ErasureCodeBenchmarkThroughput.doBenchmark,132,For
org.apache.hadoop.hdfs.FileAppendTest4.testAppend,87,For
org.apache.hadoop.hdfs.HAUtil.getAddressOfActive,282,ForEach
org.apache.hadoop.hdfs.HAUtil.getConfForOtherNodes,209,ForEach
org.apache.hadoop.hdfs.HAUtil.getConfForOtherNodes,212,ForEach
org.apache.hadoop.hdfs.HAUtil.getProxiesForAllNameNodesInNameservice,315,ForEach
org.apache.hadoop.hdfs.HAUtil.getProxiesForAllNameNodesInNameservice,338,ForEach
org.apache.hadoop.hdfs.HAUtil.isAtLeastOneActive,358,ForEach
org.apache.hadoop.hdfs.LogVerificationAppender.countExceptionsWithMessage,53,ForEach
org.apache.hadoop.hdfs.LogVerificationAppender.countLinesWithMessage,67,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster$2.get,2746,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.addNameNode,3290,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.configureNameNodes,1135,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.configureNameNodes,1145,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.configureNameService,1046,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.configureNameService,1097,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.copyNameDirs,1273,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.corruptBlockOnDataNodesHelper,2219,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.createNameNodesAndSetConf,973,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.createNameNodesAndSetConf,980,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.createPermissionsDiagnosisString,949,While
org.apache.hadoop.hdfs.MiniDFSCluster.finalizeCluster,1900,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.getAllBlockFiles,3142,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.getAllBlockFiles,3208,For
org.apache.hadoop.hdfs.MiniDFSCluster.getAllBlockMetadataFiles,3177,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.getAllBlockReports,2864,For
org.apache.hadoop.hdfs.MiniDFSCluster.getBlockFile,3224,For
org.apache.hadoop.hdfs.MiniDFSCluster.getBlockMetadataFile,3242,For
org.apache.hadoop.hdfs.MiniDFSCluster.getDataNode,1970,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.getDataNodes,1961,For
org.apache.hadoop.hdfs.MiniDFSCluster.getNN,1412,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.getNNIndexes,1424,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.getNameNodeInfos,1192,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.getNameNodeInfos,1205,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.isClusterUp,2574,For
org.apache.hadoop.hdfs.MiniDFSCluster.isDataNodeUp,2589,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.listDataNodes,2940,For
org.apache.hadoop.hdfs.MiniDFSCluster.makeDataNodeDirs,1469,For
org.apache.hadoop.hdfs.MiniDFSCluster.printNNs,2782,For
org.apache.hadoop.hdfs.MiniDFSCluster.restartDataNode,2382,For
org.apache.hadoop.hdfs.MiniDFSCluster.restartDataNodes,2536,For
org.apache.hadoop.hdfs.MiniDFSCluster.restartNameNodes,2158,For
org.apache.hadoop.hdfs.MiniDFSCluster.rollEditLogAndTail,2681,For
org.apache.hadoop.hdfs.MiniDFSCluster.setBlockRecoveryTimeout,3303,For
org.apache.hadoop.hdfs.MiniDFSCluster.setDataNodeStorageCapacities,1773,For
org.apache.hadoop.hdfs.MiniDFSCluster.setDataNodeStorageCapacities,1801,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.setDataNodesDead,2526,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.shouldWait,2791,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.shouldWait,2807,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.shouldWait,2816,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.shouldWait,2824,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.shutdown,2077,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.shutdown,2087,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.shutdownDataNodes,2106,For
org.apache.hadoop.hdfs.MiniDFSCluster.shutdownNameNodes,2125,For
org.apache.hadoop.hdfs.MiniDFSCluster.startDataNodes,1635,For
org.apache.hadoop.hdfs.MiniDFSCluster.startDataNodes,1659,For
org.apache.hadoop.hdfs.MiniDFSCluster.stopDataNode,2366,For
org.apache.hadoop.hdfs.MiniDFSCluster.triggerBlockReports,2688,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.triggerDeletionReports,2696,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.triggerHeartbeats,2703,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.waitActive,2721,While
org.apache.hadoop.hdfs.MiniDFSCluster.waitActive,2760,For
org.apache.hadoop.hdfs.MiniDFSCluster.waitClusterUp,1452,While
org.apache.hadoop.hdfs.MiniDFSCluster.waitFirstBRCompleted,2746,ForEach
org.apache.hadoop.hdfs.MiniDFSCluster.waitNameNodeUp,1437,While
org.apache.hadoop.hdfs.MiniDFSClusterWithNodeGroup.startDataNodes,101,For
org.apache.hadoop.hdfs.MiniDFSClusterWithNodeGroup.startDataNodes,118,For
org.apache.hadoop.hdfs.MiniDFSClusterWithNodeGroup.startDataNodes,197,For
org.apache.hadoop.hdfs.MiniDFSNNTopology.allHttpPortsSpecified,186,ForEach
org.apache.hadoop.hdfs.MiniDFSNNTopology.allIpcPortsSpecified,201,ForEach
org.apache.hadoop.hdfs.MiniDFSNNTopology.countNameNodes,152,ForEach
org.apache.hadoop.hdfs.MiniDFSNNTopology.isHA,173,ForEach
org.apache.hadoop.hdfs.MiniDFSNNTopology.simpleFederatedTopology,99,For
org.apache.hadoop.hdfs.MiniDFSNNTopology.simpleFederatedTopology,114,ForEach
org.apache.hadoop.hdfs.MiniDFSNNTopology.simpleHAFederatedTopology,129,For
org.apache.hadoop.hdfs.MiniDFSNNTopology.simpleHATopology,68,For
org.apache.hadoop.hdfs.MiniDFSNNTopology.simpleHATopology,82,For
org.apache.hadoop.hdfs.ParameterizedTestDFSStripedOutputStreamWithFailure.data,47,For
org.apache.hadoop.hdfs.ReadStripedFileWithDecodingHelper.corruptBlocks,249,For
org.apache.hadoop.hdfs.ReadStripedFileWithDecodingHelper.findFirstDataNode,103,ForEach
org.apache.hadoop.hdfs.ReadStripedFileWithDecodingHelper.getParameters,121,ForEach
org.apache.hadoop.hdfs.ReadStripedFileWithDecodingHelper.testReadWithDNFailure,169,For
org.apache.hadoop.hdfs.StripedFileTestUtil.assertSeekAndRead,208,For
org.apache.hadoop.hdfs.StripedFileTestUtil.checkData,379,ForEach
org.apache.hadoop.hdfs.StripedFileTestUtil.checkData,395,For
org.apache.hadoop.hdfs.StripedFileTestUtil.generateBytes,66,For
org.apache.hadoop.hdfs.StripedFileTestUtil.getDatanodes,224,For
org.apache.hadoop.hdfs.StripedFileTestUtil.getECPolicies,604,ForEach
org.apache.hadoop.hdfs.StripedFileTestUtil.randomArray,313,For
org.apache.hadoop.hdfs.StripedFileTestUtil.randomArray,318,While
org.apache.hadoop.hdfs.StripedFileTestUtil.verifyLocatedStripedBlocks,340,ForEach
org.apache.hadoop.hdfs.StripedFileTestUtil.verifyParityBlocks,490,For
org.apache.hadoop.hdfs.StripedFileTestUtil.verifyParityBlocks,493,For
org.apache.hadoop.hdfs.StripedFileTestUtil.verifyParityBlocks,512,For
org.apache.hadoop.hdfs.StripedFileTestUtil.verifyPread,99,ForEach
org.apache.hadoop.hdfs.StripedFileTestUtil.verifyStatefulRead,126,While
org.apache.hadoop.hdfs.StripedFileTestUtil.verifyStatefulRead,141,While
org.apache.hadoop.hdfs.StripedFileTestUtil.waitBlockGroupsReported,271,DoWhile
org.apache.hadoop.hdfs.StripedFileTestUtil.waitForAllReconstructionFinished,552,For
org.apache.hadoop.hdfs.StripedFileTestUtil.waitForReconstructionFinished,530,For
org.apache.hadoop.hdfs.TestAbandonBlock.testAbandonBlock,77,For
org.apache.hadoop.hdfs.TestAbandonBlock.testQuotaUpdatedWhenBlockAbandoned,117,For
org.apache.hadoop.hdfs.TestAppendDifferentChecksum.testAlgoSwitchRandomized,118,While
org.apache.hadoop.hdfs.TestAppendSnapshotTruncate$DirWorker.checkEverything,269,ForEach
org.apache.hadoop.hdfs.TestAppendSnapshotTruncate$DirWorker.checkEverything,273,ForEach
org.apache.hadoop.hdfs.TestAppendSnapshotTruncate$DirWorker.checkSnapshot,199,For
org.apache.hadoop.hdfs.TestAppendSnapshotTruncate$DirWorker.createSnapshot,173,ForEach
org.apache.hadoop.hdfs.TestAppendSnapshotTruncate$DirWorker.pauseAllFiles,245,ForEach
org.apache.hadoop.hdfs.TestAppendSnapshotTruncate$DirWorker.pauseAllFiles,249,For
org.apache.hadoop.hdfs.TestAppendSnapshotTruncate$DirWorker.startAllFiles,256,ForEach
org.apache.hadoop.hdfs.TestAppendSnapshotTruncate$DirWorker.stopAllFiles,262,ForEach
org.apache.hadoop.hdfs.TestAppendSnapshotTruncate$FileWorker.checkFullFile,393,For
org.apache.hadoop.hdfs.TestAppendSnapshotTruncate$Worker$1.run,449,For
org.apache.hadoop.hdfs.TestAppendSnapshotTruncate$Worker.start,449,For
org.apache.hadoop.hdfs.TestBatchedListDirectories.getListings,147,While
org.apache.hadoop.hdfs.TestBatchedListDirectories.listDirRelative,238,For
org.apache.hadoop.hdfs.TestBatchedListDirectories.listDirectoriesInternal,295,ForEach
org.apache.hadoop.hdfs.TestBatchedListDirectories.listDirectoriesInternal,305,ForEach
org.apache.hadoop.hdfs.TestBatchedListDirectories.listFilesInternal,268,For
org.apache.hadoop.hdfs.TestBatchedListDirectories.listFilesRelative,251,For
org.apache.hadoop.hdfs.TestBatchedListDirectories.listSamePaths,364,For
org.apache.hadoop.hdfs.TestBatchedListDirectories.listSamePaths,368,For
org.apache.hadoop.hdfs.TestBatchedListDirectories.listSomeDoNotExist,210,For
org.apache.hadoop.hdfs.TestBatchedListDirectories.listingsToStatuses,156,ForEach
org.apache.hadoop.hdfs.TestBatchedListDirectories.loadData,100,For
org.apache.hadoop.hdfs.TestBlockMissingException.createOldFile,91,For
org.apache.hadoop.hdfs.TestBlockMissingException.validateFile,109,While
org.apache.hadoop.hdfs.TestBlockStoragePolicy.assertStorageType,252,For
org.apache.hadoop.hdfs.TestBlockStoragePolicy.checkDirectoryListing,891,For
org.apache.hadoop.hdfs.TestBlockStoragePolicy.checkLocatedBlocks,1107,ForEach
org.apache.hadoop.hdfs.TestBlockStoragePolicy.genStorageTypes,1095,For
org.apache.hadoop.hdfs.TestBlockStoragePolicy.runWithBothUnavailable,499,For
org.apache.hadoop.hdfs.TestBlockStoragePolicy.testChangeFileRep,1142,ForEach
org.apache.hadoop.hdfs.TestBlockStoragePolicy.testChangeFileRep,1155,ForEach
org.apache.hadoop.hdfs.TestBlockStoragePolicy.testChangeFileRep,1159,ForEach
org.apache.hadoop.hdfs.TestBlockStoragePolicy.testChooseExcess,855,For
org.apache.hadoop.hdfs.TestBlockStoragePolicy.testChooseSsdOverDisk,1273,For
org.apache.hadoop.hdfs.TestBlockStoragePolicy.testChooseSsdOverDisk,1290,ForEach
org.apache.hadoop.hdfs.TestBlockStoragePolicy.testChooseTargetWithTopology,1243,ForEach
org.apache.hadoop.hdfs.TestBlockStoragePolicy.testDefaultPolicies,153,For
org.apache.hadoop.hdfs.TestBlockStoragePolicy.testDefaultPolicies,164,For
org.apache.hadoop.hdfs.TestBlockStoragePolicy.testDefaultPolicies,174,For
org.apache.hadoop.hdfs.TestBlockStoragePolicy.testDefaultPolicies,186,For
org.apache.hadoop.hdfs.TestBlockStoragePolicy.testDefaultPolicies,197,For
org.apache.hadoop.hdfs.TestBlockStoragePolicy.testDefaultPolicies,211,For
org.apache.hadoop.hdfs.TestBlockStoragePolicy.testDefaultPolicies,225,For
org.apache.hadoop.hdfs.TestBlockStoragePolicy.testGetAllStoragePoliciesFromFs,1361,ForEach
org.apache.hadoop.hdfs.TestBlockStoragePolicy.testGetAllStoragePoliciesFromFs,1369,ForEach
org.apache.hadoop.hdfs.TestBlockTokenWrappingQOP.testGetBlockLocationWrappingQOP,176,ForEach
org.apache.hadoop.hdfs.TestBlocksScheduledCounter.testBlocksScheduledCounter,71,For
org.apache.hadoop.hdfs.TestBlocksScheduledCounter.testBlocksScheduledCounterOnTruncate,235,ForEach
org.apache.hadoop.hdfs.TestBlocksScheduledCounter.testBlocksScheduledCounterOnTruncate,251,ForEach
org.apache.hadoop.hdfs.TestBlocksScheduledCounter.testScheduledBlocksCounterDecrementOnDeletedBlock,163,ForEach
org.apache.hadoop.hdfs.TestBlocksScheduledCounter.testScheduledBlocksCounterDecrementOnDeletedBlock,194,ForEach
org.apache.hadoop.hdfs.TestBlocksScheduledCounter.testScheduledBlocksCounterShouldDecrementOnAbandonBlock,106,ForEach
org.apache.hadoop.hdfs.TestBlocksScheduledCounter.testScheduledBlocksCounterShouldDecrementOnAbandonBlock,115,For
org.apache.hadoop.hdfs.TestBlocksScheduledCounter.testScheduledBlocksCounterShouldDecrementOnAbandonBlock,126,ForEach
org.apache.hadoop.hdfs.TestBlocksScheduledCounter.testScheduledBlocksCounterShouldDecrementOnAbandonBlock,135,ForEach
org.apache.hadoop.hdfs.TestByteBufferPread.testPositionedPreadWithByteBuffer,239,While
org.apache.hadoop.hdfs.TestByteBufferPread.testPreadWithByteBuffer,112,While
org.apache.hadoop.hdfs.TestByteBufferPread.testPreadWithLimitedByteBuffer,172,While
org.apache.hadoop.hdfs.TestByteBufferPread.testPreadWithPositionedByteBuffer,206,While
org.apache.hadoop.hdfs.TestClientProtocolForPipelineRecovery$4.run,474,While
org.apache.hadoop.hdfs.TestClientProtocolForPipelineRecovery$7.failPipeline,641,While
org.apache.hadoop.hdfs.TestClientProtocolForPipelineRecovery.testEvictWriter,328,For
org.apache.hadoop.hdfs.TestClientProtocolForPipelineRecovery.testPacketTransmissionDelay,231,For
org.apache.hadoop.hdfs.TestClientProtocolForPipelineRecovery.testPipelineRecoveryOnRemoteDatanodeUpgrade,474,While
